200	4	12	0.0	15.316648483276367	15.316648483276367
200	5	15	0.0	19.91103172302246	19.91003108024597
200	6	18	0.0	25.750357151031494	25.750357151031494
200	7	21	0.0	30.727226972579956	30.727226972579956
200	8	24	0.0	35.700830698013306	35.69982576370239
200	9	27	0.0	50.66976022720337	50.66976022720337
200	10	30	0.0	68.8356990814209	68.83470249176025
200	11	33	0.0	70.83099818229675	70.83099818229675
200	12	36	0.0	80.17473673820496	80.17362356185913
200	13	39	0.0	85.78781318664551	85.77725839614868
200	14	42	0.0	94.22529244422913	94.22529244422913
200	15	45	0.0	102.10508918762207	102.10508918762207
200	16	48	0.0	114.70176672935486	114.70076656341553
200	17	51	0.0	160.7804036140442	160.7782084941864
200	18	54	0.0	143.51810789108276	143.51659750938416
200	19	57	0.0	137.19292545318604	137.19141745567322
200	20	60	0.0	136.9180634021759	136.9180634021759
200	21	63	0.0	144.96341466903687	144.96240997314453
200	22	66	0.0	151.99019169807434	151.98868083953857
200	23	69	0.0	163.90801882743835	163.90651297569275
200	24	72	0.0	163.40724444389343	163.40600395202637
200	25	75	0.0	171.02478551864624	171.02277755737305
200	26	78	0.0	186.1177499294281	186.11724376678467
200	27	81	0.0	169.10877060890198	169.10776591300964
200	28	84	0.0	138.39262461662292	138.39126443862915
200	29	87	0.0	146.44414830207825	146.44284844398499
200	30	90	0.0	152.75883722305298	152.7567937374115
200	31	93	0.0	154.1506154537201	154.14855527877808
200	32	96	0.0	159.43029975891113	159.42897272109985
200	33	99	0.0	164.19501900672913	164.19301891326904
200	34	102	0.0	167.79228281974792	167.7907772064209
200	35	105	0.0	172.34000396728516	172.33900094032288
200	36	108	0.0	177.91069436073303	177.9091920852661
200	37	111	0.0	182.33769035339355	182.33668303489685
200	38	114	0.0	190.061203956604	190.06020617485046
200	39	117	0.0	204.39020013809204	204.3885567188263
200	40	120	0.0	211.25752472877502	211.2549660205841
200	41	123	0.0	215.91265869140625	215.90983629226685
200	42	126	0.0	220.57974243164062	220.57813954353333
200	43	129	0.0	225.69543147087097	225.69333624839783
200	44	132	0.0	235.88535141944885	235.88272094726562
200	45	135	0.0	235.99945044517517	235.99645042419434
200	46	138	0.0	241.12974762916565	241.1277482509613
200	47	141	0.0	245.65416407585144	245.6511640548706
200	48	144	0.0	249.86455488204956	249.86255550384521
200	49	147	0.0	257.8872561454773	257.8852393627167
200	50	150	0.0	260.20317339897156	260.2001733779907
200	51	153	0.0	265.8346335887909	265.8326418399811
200	52	156	0.0	270.2046754360199	270.2026195526123
200	53	159	0.0	275.1808023452759	275.17724561691284
200	54	162	0.0	279.9621102809906	279.96011114120483
200	55	165	0.0	284.26916456222534	284.26712560653687
200	56	168	0.0	290.0485692024231	290.0375134944916
200	57	171	0.0	293.50430703163147	293.501309633255
200	58	174	0.0	300.7932469844818	300.79060339927673
200	59	177	0.0	303.64514231681824	303.6431427001953
200	60	180	0.0	307.83052611351013	307.8278880119324
200	61	183	0.0	311.9009919166565	311.89898109436035
200	62	186	0.0	321.3722062110901	321.37020611763
200	63	189	0.0	323.3215672969818	323.3195674419403
200	64	192	0.0	326.66474771499634	326.66175174713135
